CustomerID,Recency,Frequency,Monetary,R_quartile,F_quartile,M_quartile,RFM_Segment,RFM_Score
13108.0,373,10,350.06,1,1,2,112,4
13109.0,60,47,786.54,2,3,3,233,8
13110.0,31,145,1488.67,3,4,3,343,10
13113.0,1,200,12245.960000000001,4,4,4,444,12
13115.0,12,120,2294.78,4,4,4,444,12
13116.0,138,30,501.14,2,2,2,222,6
13117.0,22,76,984.91,3,3,3,333,9
13118.0,20,79,1197.81,3,3,3,333,9
13120.0,239,1,30.6,1,1,1,111,3
13121.0,269,50,283.73,1,3,1,131,5
13122.0,94,55,922.39,2,3,3,233,8
13124.0,90,222,3756.33,2,4,4,244,10
13126.0,5,140,2099.64,4,4,4,444,12
13127.0,78,15,259.17,2,1,1,211,4
13130.0,94,2,64.0,2,1,1,211,4
13131.0,23,44,1073.3,3,3,3,333,9
13132.0,262,3,77.3,1,1,1,111,3
13133.0,274,7,109.8,1,1,1,111,3
13134.0,86,98,1793.58,2,3,4,234,9
13135.0,197,1,3096.0,1,1,4,114,6
13136.0,56,127,2607.61,2,4,4,244,10
13137.0,11,687,3603.29,4,4,4,444,12
13138.0,22,63,962.39,3,3,3,333,9
13139.0,16,170,5064.9400000000005,4,4,4,444,12
13140.0,108,45,422.47,2,3,2,232,7
13141.0,85,135,2388.75,2,4,4,244,10
13142.0,19,23,307.09000000000003,3,2,2,322,7
13144.0,333,3,110.95,1,1,1,111,3
13145.0,40,6,618.52,3,1,2,312,6
13146.0,26,17,228.91,3,1,1,311,5
13147.0,10,4,712.8,4,1,3,413,8
13148.0,29,312,3683.26,3,4,4,344,11
13149.0,14,86,1676.06,4,3,4,434,11
13151.0,296,74,1257.8700000000001,1,3,3,133,7
13153.0,6,15,486.22,4,1,2,412,7
13155.0,33,85,971.76,3,3,3,333,9
13157.0,49,87,1741.22,3,3,4,334,10
13158.0,95,79,1201.06,2,3,3,233,8
13159.0,9,120,1429.35,4,4,3,443,11
13160.0,22,4,91.8,3,1,1,311,5
13161.0,313,8,112.75,1,1,1,111,3
13162.0,122,79,1688.29,2,3,4,234,9
13165.0,46,42,1021.48,3,3,3,333,9
13166.0,283,41,417.2,1,2,2,122,5
13167.0,19,65,791.33,3,3,3,333,9
13168.0,36,126,1299.59,3,4,3,343,10
13169.0,64,13,712.88,2,1,3,213,6
13170.0,27,30,108.81,3,2,1,321,6
13171.0,22,46,468.41,3,3,2,332,8
13173.0,4,43,353.65000000000003,4,3,2,432,9
13174.0,16,293,2742.82,4,4,4,444,12
13176.0,46,67,481.49,3,3,2,332,8
13177.0,65,17,282.45,2,1,1,211,4
13178.0,26,265,5725.47,3,4,4,344,11
13182.0,45,11,121.18,3,1,1,311,5
13183.0,8,94,3957.78,4,3,4,434,11
13184.0,15,179,1668.95,4,4,4,444,12
13185.0,268,1,71.4,1,1,1,111,3
13186.0,40,79,1575.89,3,3,3,333,9
13187.0,337,37,236.02,1,2,1,121,4
13188.0,11,2,114.6,4,1,1,411,6
13189.0,19,29,260.68,3,2,1,321,6
13192.0,95,63,911.94,2,3,3,233,8
13193.0,61,25,112.08,2,2,1,221,5
13194.0,136,3,60.7,2,1,1,211,4
13196.0,11,110,1797.78,4,4,4,444,12
13198.0,10,226,3401.2400000000002,4,4,4,444,12
13199.0,4,119,9817.12,4,4,4,444,12
13200.0,19,46,870.09,3,3,3,333,9
13203.0,10,57,869.46,4,3,3,433,10
13207.0,15,8,250.26000000000002,4,1,1,411,6
13208.0,59,148,1217.65,2,4,3,243,9
13209.0,30,321,5891.61,3,4,4,344,11
13210.0,94,22,353.48,2,2,2,222,6
13211.0,10,55,1095.42,4,3,3,433,10
13212.0,20,141,786.83,3,4,3,343,10
13213.0,57,90,1520.58,2,3,3,233,8
13216.0,268,5,333.74,1,1,2,112,4
13217.0,122,4,533.98,2,1,2,212,5
13218.0,127,5,62.64,2,1,1,211,4
13220.0,78,21,819.2900000000001,2,2,3,223,7
13221.0,240,66,847.41,1,3,3,133,7
13223.0,200,5,163.2,1,1,1,111,3
13224.0,60,108,2155.95,2,4,4,244,10
13225.0,3,32,6463.84,4,2,4,424,10
13226.0,273,16,108.21000000000001,1,1,1,111,3
13227.0,202,9,257.7,1,1,1,111,3
13228.0,81,2,358.0,2,1,2,212,5
13229.0,226,10,160.95,1,1,1,111,3
13230.0,4,587,2755.63,4,4,4,444,12
13232.0,13,202,1328.35,4,4,3,443,11
13233.0,74,43,605.12,2,3,2,232,7
13235.0,212,58,1031.07,1,3,3,133,7
13236.0,25,36,744.85,3,2,3,323,8
13238.0,17,31,700.73,4,2,3,423,9
13239.0,262,21,329.56,1,2,2,122,5
13240.0,96,67,663.65,2,3,2,232,7
13242.0,112,13,270.40000000000003,2,1,1,211,4
13243.0,203,57,585.12,1,3,2,132,6
13244.0,93,27,121.74000000000001,2,2,1,221,5
13245.0,51,16,430.5,3,1,2,312,6
13246.0,18,136,1961.52,4,4,4,444,12
13247.0,18,25,501.12,4,2,2,422,8
13248.0,125,26,465.68,2,2,2,222,6
13249.0,92,23,711.41,2,2,3,223,7
13253.0,157,36,1030.4,1,2,3,123,6
13255.0,9,13,399.51,4,1,2,412,7
13258.0,12,36,672.83,4,2,3,423,9
13259.0,62,81,283.18,2,3,1,231,6
13260.0,61,8,557.62,2,1,2,212,5
13261.0,269,9,944.1,1,1,3,113,5
13262.0,263,11,200.29,1,1,1,111,3
13263.0,1,1667,7436.93,4,4,4,444,12
13265.0,53,90,2092.66,2,3,4,234,9
13266.0,11,187,3834.2599999999998,4,4,4,444,12
13267.0,3,211,4521.49,4,4,4,444,12
13268.0,18,433,3174.75,4,4,4,444,12
13269.0,1,315,5343.28,4,4,4,444,12
13270.0,366,1,590.0,1,1,2,112,4
13271.0,37,87,211.49,3,3,1,331,7
13272.0,31,15,276.56,3,1,1,311,5
13273.0,113,16,138.98,2,1,1,211,4
13276.0,64,30,590.9300000000001,2,2,2,222,6
13277.0,16,8,258.4,4,1,1,411,6
13278.0,41,46,542.73,3,3,2,332,8
13279.0,78,9,137.75,2,1,1,211,4
13280.0,122,82,798.46,2,3,3,233,8
13282.0,18,37,1132.14,4,2,3,423,9
13283.0,60,7,93.66,2,1,1,211,4
13284.0,331,13,201.19,1,1,1,111,3
13285.0,23,187,2709.12,3,4,4,344,11
13291.0,156,42,361.11,1,3,2,132,6
13292.0,39,31,578.94,3,2,2,322,7
13294.0,190,54,873.74,1,3,3,133,7
13295.0,360,10,201.20000000000002,1,1,1,111,3
13296.0,137,5,87.4,2,1,1,211,4
13297.0,8,59,2089.85,4,3,4,434,11
13298.0,1,2,360.0,4,1,2,412,7
13299.0,268,5,142.5,1,1,1,111,3
13300.0,169,20,371.89,1,2,2,122,5
13301.0,104,81,618.09,2,3,2,232,7
13302.0,155,1,63.75,1,1,1,111,3
13304.0,351,21,300.42,1,2,1,121,4
13305.0,4,81,2000.86,4,3,4,434,11
13307.0,120,1,15.0,2,1,1,211,4
13308.0,23,54,1385.51,3,3,3,333,9
13309.0,7,107,1456.79,4,4,3,443,11
13310.0,28,72,1132.03,3,3,3,333,9
13311.0,4,26,598.57,4,2,2,422,8
13313.0,22,78,1555.3200000000002,3,3,3,333,9
13314.0,2,62,775.94,4,3,3,433,10
13316.0,37,86,5732.93,3,3,4,334,10
13317.0,66,124,2273.68,2,4,4,244,10
13318.0,1,20,640.76,4,2,2,422,8
13319.0,5,476,10845.550000000001,4,4,4,444,12
13320.0,78,105,1532.2,2,4,3,243,9
13321.0,72,11,567.36,2,1,2,212,5
13322.0,17,25,199.48000000000002,4,2,1,421,7
13323.0,3,21,787.85,4,2,3,423,9
13324.0,36,75,7121.95,3,3,4,334,10
13325.0,82,12,675.3,2,1,3,213,6
13327.0,39,108,3627.77,3,4,4,344,11
13328.0,316,17,1308.48,1,1,3,113,5
13329.0,32,17,789.0,3,1,3,313,7
13330.0,93,53,1140.93,2,3,3,233,8
13332.0,14,21,350.90000000000003,4,2,2,422,8
13334.0,82,265,3502.32,2,4,4,244,10
13336.0,77,51,795.12,2,3,3,233,8
13338.0,158,19,487.02,1,2,2,122,5
13339.0,201,54,860.12,1,3,3,133,7
13340.0,45,134,10736.48,3,4,4,344,11
13341.0,261,42,775.85,1,3,3,133,7
13343.0,178,19,353.43,1,2,2,122,5
13344.0,68,116,2511.69,2,4,4,244,10
13345.0,288,20,389.5,1,2,2,122,5
13347.0,70,8,341.36,2,1,2,212,5
13348.0,64,14,233.76000000000002,2,1,1,211,4
13349.0,11,16,247.32,4,1,1,411,6
13350.0,16,40,979.12,4,2,3,423,9
13351.0,66,16,373.94,2,1,2,212,5
13352.0,60,24,397.98,2,2,2,222,6
13354.0,71,51,743.53,2,3,3,233,8
13355.0,122,32,674.7,2,2,3,223,7
13356.0,80,42,768.24,2,3,3,233,8
13357.0,257,89,609.4,1,3,2,132,6
13358.0,269,29,439.03000000000003,1,2,2,122,5
13359.0,64,23,439.56,2,2,2,222,6
13362.0,9,166,3090.7400000000002,4,4,4,444,12
13363.0,18,60,992.5,4,3,3,433,10
13364.0,71,10,134.96,2,1,1,211,4
13365.0,34,128,2225.37,3,4,4,344,11
13366.0,50,1,56.16,3,1,1,311,5
13368.0,257,29,623.4,1,2,2,122,5
13369.0,366,14,308.28000000000003,1,1,2,112,4
13370.0,372,39,754.87,1,2,3,123,6
13372.0,90,23,378.64,2,2,2,222,6
13373.0,61,158,3312.25,2,4,4,244,10
13375.0,89,37,778.65,2,2,3,223,7
13376.0,99,53,1019.76,2,3,3,233,8
13379.0,26,97,572.56,3,3,2,332,8
13381.0,32,172,3639.31,3,4,4,344,11
13382.0,281,15,222.99,1,1,1,111,3
13384.0,31,152,4151.93,3,4,4,344,11
13385.0,330,35,534.57,1,2,2,122,5
13388.0,131,35,677.1,2,2,3,223,7
13389.0,11,51,797.96,4,3,3,433,10
13390.0,75,13,544.08,2,1,2,212,5
13391.0,204,1,59.8,1,1,1,111,3
13394.0,2,155,2520.02,4,4,4,444,12
13395.0,185,21,307.72,1,2,2,122,5
13396.0,29,43,1360.99,3,3,3,333,9
13397.0,73,38,1544.13,2,2,3,223,7
13398.0,192,26,457.34000000000003,1,2,2,122,5
13402.0,127,39,621.23,2,2,2,222,6
13403.0,18,3,75.0,4,1,1,411,6
13404.0,1,11,252.49,4,1,1,411,6
13405.0,74,27,572.451,2,2,2,222,6
13408.0,2,478,28117.04,4,4,4,444,12
13410.0,24,28,1003.06,3,2,3,323,8
13411.0,107,18,213.55,2,2,1,221,5
13414.0,134,24,1390.5,2,2,3,223,7
13416.0,44,19,712.5,3,2,3,323,8
13417.0,5,28,640.83,4,2,2,422,8
13418.0,12,304,6127.43,4,4,4,444,12
13419.0,64,16,221.06,2,1,1,211,4
13420.0,150,8,159.85,1,1,1,111,3
13421.0,40,102,1833.71,3,4,4,344,11
13422.0,64,127,2626.3,2,4,4,244,10
13425.0,108,78,1624.21,2,3,3,233,8
13426.0,1,157,3641.32,4,4,4,444,12
13427.0,19,29,582.6,3,2,2,322,7
13428.0,10,71,201.78,4,3,1,431,8
13429.0,11,67,1006.8,4,3,3,433,10
13430.0,19,49,679.45,3,3,3,333,9
13431.0,67,46,1269.1,2,3,3,233,8
13434.0,74,10,534.24,2,1,2,212,5
13435.0,5,101,3809.89,4,4,4,444,12
13436.0,2,12,196.89,4,1,1,411,6
13437.0,14,167,3408.06,4,4,4,444,12
13439.0,255,54,283.71,1,3,1,131,5
13441.0,92,13,296.64,2,1,1,211,4
13447.0,23,59,1129.14,3,3,3,333,9
13448.0,17,194,3534.69,4,4,4,444,12
13449.0,24,19,291.88,3,2,1,321,6
13450.0,27,71,2043.72,3,3,4,334,10
13451.0,26,433,2898.2599999999998,3,4,4,344,11
13452.0,259,2,590.0,1,1,2,112,4
13453.0,166,17,356.98,1,1,2,112,4
13455.0,25,46,1058.34,3,3,3,333,9
13456.0,18,63,1766.72,4,3,4,434,11
13458.0,7,382,9646.57,4,4,4,444,12
13460.0,29,17,183.44,3,1,1,311,5
13461.0,39,27,1445.0,3,2,3,323,8
13462.0,253,9,151.5,1,1,1,111,3
13464.0,58,41,674.68,2,2,3,223,7
13466.0,184,17,307.90000000000003,1,1,2,112,4
13467.0,11,98,1071.91,4,3,3,433,10
13468.0,2,302,5704.97,4,4,4,444,12
13470.0,99,10,165.0,2,1,1,211,4
13471.0,1,254,2501.84,4,4,4,444,12
13473.0,61,21,422.64,2,2,2,222,6
13474.0,236,62,226.84,1,3,1,131,5
13475.0,191,86,1431.78,1,3,3,133,7
13476.0,179,58,1238.47,1,3,3,133,7
13477.0,38,79,1454.58,3,3,3,333,9
13479.0,201,15,300.95,1,1,1,111,3
13481.0,46,109,1804.56,3,4,4,344,11
13482.0,232,11,184.64000000000001,1,1,1,111,3
13483.0,66,10,140.34,2,1,1,211,4
13484.0,241,8,313.8,1,1,2,112,4
13485.0,233,23,454.24,1,2,2,122,5
13486.0,78,69,1122.41,2,3,3,233,8
13487.0,58,34,575.4,2,2,2,222,6
13488.0,17,422,8968.31,4,4,4,444,12
13489.0,105,14,449.52,2,1,2,212,5
13491.0,52,86,1215.82,2,3,3,233,8
13492.0,136,50,1269.84,2,3,3,233,8
13493.0,275,8,618.63,1,1,2,112,4
13494.0,312,18,316.26000000000005,1,2,2,122,5
13495.0,8,48,2044.8700000000001,4,3,4,434,11
13496.0,11,35,653.33,4,2,2,422,8
13497.0,283,19,348.05,1,2,2,122,5
13499.0,18,42,1159.1100000000001,4,3,3,433,10
13500.0,23,65,1166.77,3,3,3,333,9
13501.0,288,52,1340.32,1,3,3,133,7
13502.0,17,18,292.0,4,2,1,421,7
13503.0,71,17,216.85,2,1,1,211,4
13504.0,64,22,295.93,2,2,1,221,5
13505.0,73,215,4393.63,2,4,4,244,10
13506.0,316,26,458.52,1,2,2,122,5
13507.0,3,162,2479.16,4,4,4,444,12
13508.0,244,12,110.97,1,1,1,111,3
13509.0,9,44,979.72,4,3,3,433,10
13510.0,1,115,1791.56,4,4,4,444,12
13512.0,261,15,251.21,1,1,1,111,3
13513.0,127,10,205.1,2,1,1,211,4
13514.0,74,4,152.20000000000002,2,1,1,211,4
13515.0,73,59,891.12,2,3,3,233,8
13516.0,21,44,1389.41,3,3,3,333,9
13517.0,60,141,2128.42,2,4,4,244,10
13518.0,86,36,627.16,2,2,2,222,6
13519.0,78,8,122.75,2,1,1,211,4
13520.0,59,93,3624.35,2,3,4,234,9
13521.0,1,418,1071.73,4,4,3,443,11
13522.0,30,5,125.80000000000001,3,1,1,311,5
13523.0,33,172,3964.88,3,4,4,344,11
13524.0,41,27,680.1800000000001,3,2,3,323,8
13525.0,15,6,628.78,4,1,2,412,7
13527.0,34,217,2242.36,3,4,4,344,11
13529.0,79,15,307.76,2,1,2,212,5
13531.0,205,22,483.8,1,2,2,122,5
13532.0,34,66,210.31,3,3,1,331,7
13533.0,183,75,269.09,1,3,1,131,5
13534.0,2,296,5870.08,4,4,4,444,12
13536.0,1,178,3444.39,4,4,4,444,12
13538.0,43,25,1280.85,3,2,3,323,8
13539.0,86,37,631.34,2,2,2,222,6
13544.0,40,78,276.06,3,3,1,331,7
13546.0,12,97,621.09,4,3,2,432,9
13548.0,96,123,678.16,2,4,3,243,9
13549.0,26,51,918.2,3,3,3,333,9
13551.0,319,4,91.80000000000001,1,1,1,111,3
13552.0,66,109,3740.07,2,4,4,244,10
13555.0,74,135,4098.88,2,4,4,244,10
13557.0,28,34,584.0600000000001,3,2,2,322,7
13558.0,6,169,594.52,4,4,2,442,10
13560.0,7,32,171.42000000000002,4,2,1,421,7
13561.0,216,14,141.85999999999999,1,1,1,111,3
13562.0,82,82,1799.3300000000002,2,3,4,234,9
13563.0,84,49,777.53,2,3,3,233,8
13564.0,144,81,1724.67,1,3,4,134,8
13565.0,19,38,240.22,3,2,1,321,6
13566.0,41,169,856.84,3,4,3,343,10
13568.0,173,43,187.05,1,3,1,131,5
13569.0,17,79,338.62,4,3,2,432,9
13570.0,243,27,239.49,1,2,1,121,4
13571.0,13,340,2088.94,4,4,4,444,12
13572.0,206,33,1384.25,1,2,3,123,6
13573.0,50,25,290.25,3,2,1,321,6
13575.0,23,46,732.07,3,3,3,333,9
13576.0,10,126,6717.34,4,4,4,444,12
13577.0,25,83,1687.6000000000001,3,3,4,334,10
13579.0,15,23,467.04,4,2,2,422,8
13581.0,309,10,118.0,1,1,1,111,3
13583.0,156,53,781.03,1,3,3,133,7
13584.0,307,24,142.4,1,2,1,121,4
13587.0,64,8,712.4,2,1,3,213,6
13588.0,16,174,2478.95,4,4,4,444,12
13589.0,15,21,379.65,4,2,2,422,8
13590.0,11,87,1981.92,4,3,4,434,11
13591.0,65,58,1117.13,2,3,3,233,8
13592.0,36,16,247.95999999999998,3,1,1,311,5
13593.0,108,127,2011.88,2,4,4,244,10
13594.0,53,26,396.97,2,2,2,222,6
13596.0,6,146,664.11,4,4,2,442,10
13598.0,47,35,160.04,3,2,1,321,6
13599.0,1,246,5149.92,4,4,4,444,12
13600.0,312,19,219.52,1,2,1,121,4
13601.0,45,99,693.32,3,4,3,343,10
13602.0,65,23,428.89,2,2,2,222,6
13603.0,26,27,164.34,3,2,1,321,6
13606.0,29,40,276.75,3,2,1,321,6
13607.0,40,97,675.51,3,3,3,333,9
13610.0,12,215,1082.33,4,4,3,443,11
13611.0,89,72,1154.4,2,3,3,233,8
13614.0,24,195,1585.46,3,4,3,343,10
13615.0,319,23,417.69,1,2,2,122,5
13617.0,40,44,544.18,3,3,2,332,8
13618.0,174,13,177.34,1,1,1,111,3
13621.0,117,19,213.85,2,2,1,221,5
13623.0,31,78,727.74,3,3,3,333,9
13626.0,253,19,257.23,1,2,1,121,4
13627.0,59,92,1638.47,2,3,3,233,8
13629.0,23,59,7792.36,3,3,4,334,10
13630.0,5,71,2031.78,4,3,4,434,11
13631.0,100,11,3070.42,2,1,4,214,7
13632.0,25,145,2118.93,3,4,4,344,11
13634.0,33,186,1547.3600000000001,3,4,3,343,10
13635.0,68,62,1071.03,2,3,3,233,8
13636.0,37,63,949.12,3,3,3,333,9
13637.0,52,99,804.3,2,4,3,243,9
13638.0,16,8,122.64,4,1,1,411,6
13639.0,74,40,1033.34,2,2,3,223,7
13642.0,216,57,312.28,1,3,2,132,6
13643.0,31,28,519.44,3,2,2,322,7
13644.0,16,146,2624.26,4,4,4,444,12
13645.0,120,5,252.1,2,1,1,211,4
13647.0,10,78,1648.1200000000001,4,3,3,433,10
13649.0,257,23,346.6,1,2,2,122,5
13650.0,17,96,1836.3400000000001,4,3,4,434,11
13651.0,35,6,94.2,3,1,1,311,5
13652.0,46,63,1095.08,3,3,3,333,9
13654.0,43,166,2707.33,3,4,4,344,11
13655.0,114,56,932.97,2,3,3,233,8
13656.0,165,49,379.65,1,3,2,132,6
13657.0,11,16,382.14,4,1,2,412,7
13658.0,10,108,2639.17,4,4,4,444,12
13659.0,206,103,1563.0,1,4,3,143,8
13662.0,86,52,881.26,2,3,3,233,8
13663.0,179,13,189.47,1,1,1,111,3
13666.0,60,12,84.65,2,1,1,211,4
13667.0,149,83,299.05,1,3,1,131,5
13668.0,3,463,6309.83,4,4,4,444,12
13669.0,51,9,218.55,3,1,1,311,5
13670.0,75,25,349.7,2,2,2,222,6
13672.0,301,6,186.39000000000001,1,1,1,111,3
13673.0,19,60,387.44,3,3,2,332,8
13675.0,151,25,486.82000000000005,1,2,2,122,5
13678.0,152,16,232.6,1,1,1,111,3
13680.0,1,194,3719.12,4,4,4,444,12
13681.0,18,57,827.83,4,3,3,433,10
13682.0,187,3,59.5,1,1,1,111,3
13684.0,286,29,65.13,1,2,1,121,4
13685.0,3,39,3119.44,4,2,4,424,10
13686.0,183,8,72.0,1,1,1,111,3
13689.0,63,6,910.0,2,1,3,213,6
13690.0,59,9,172.25,2,1,1,211,4
13692.0,25,53,1488.32,3,3,3,333,9
13694.0,4,568,65039.62,4,4,4,444,12
13695.0,31,90,2504.13,3,3,4,334,10
13697.0,39,12,151.3,3,1,1,311,5
13699.0,155,14,308.58000000000004,1,1,2,112,4
13700.0,26,194,2248.63,3,4,4,344,11
13703.0,318,1,99.5,1,1,1,111,3
13704.0,5,134,2308.06,4,4,4,444,12
13705.0,8,28,711.86,4,2,3,423,9
13706.0,303,20,330.79,1,2,2,122,5
13707.0,267,48,806.41,1,3,3,133,7
13708.0,271,49,285.33,1,3,1,131,5
13709.0,4,335,6307.650000000001,4,4,4,444,12
13710.0,32,8,180.48,3,1,1,311,5
13711.0,219,13,252.06,1,1,1,111,3
13712.0,247,10,228.84,1,1,1,111,3
13715.0,281,104,1077.39,1,4,3,143,8
13716.0,269,21,138.28,1,2,1,121,4
13717.0,32,102,1445.01,3,4,3,343,10
13718.0,246,12,306.55,1,1,2,112,4
13719.0,15,60,1041.68,4,3,3,433,10
13720.0,117,43,799.9,2,3,3,233,8
13721.0,36,28,524.14,3,2,2,322,7
13722.0,132,85,2375.41,2,3,4,234,9
13723.0,217,6,199.85000000000002,1,1,1,111,3
13725.0,50,104,1980.56,3,4,4,344,11
13726.0,39,42,1079.66,3,3,3,333,9
13727.0,29,20,333.48,3,2,2,322,7
13728.0,37,63,1016.14,3,3,3,333,9
13730.0,136,43,752.6,2,3,3,233,8
13731.0,219,38,610.59,1,2,2,122,5
13732.0,28,33,491.86,3,2,2,322,7
13735.0,25,195,2883.54,3,4,4,344,11
13736.0,5,190,729.8,4,4,3,443,11
13737.0,200,30,339.6,1,2,2,122,5
13739.0,18,3,216.9,4,1,1,411,6
13740.0,241,23,350.75,1,2,2,122,5
13741.0,72,34,668.4300000000001,2,2,2,222,6
13742.0,17,313,3107.87,4,4,4,444,12
13743.0,3,41,1341.6,4,2,3,423,9
13744.0,95,63,1080.52,2,3,3,233,8
13745.0,162,25,300.04,1,2,1,121,4
13747.0,374,1,79.6,1,1,1,111,3
13748.0,96,28,948.25,2,2,3,223,7
13750.0,54,24,1647.26,2,2,3,223,7
13751.0,288,9,296.25,1,1,1,111,3
13752.0,124,75,1175.38,2,3,3,233,8
13753.0,288,35,741.26,1,2,3,123,6
13754.0,152,12,282.6,1,1,1,111,3
13755.0,4,321,2108.06,4,4,4,444,12
13756.0,2,142,5189.52,4,4,4,444,12
13758.0,12,117,3190.55,4,4,4,444,12
13759.0,33,25,659.4100000000001,3,2,2,322,7
13760.0,54,57,286.79,2,3,1,231,6
13761.0,50,70,1070.65,3,3,3,333,9
13762.0,219,7,306.72,1,1,2,112,4
13763.0,63,15,1714.96,2,1,4,214,7
13764.0,71,207,1519.42,2,4,3,243,9
13767.0,2,368,17220.36,4,4,4,444,12
13769.0,2,135,2796.51,4,4,4,444,12
13771.0,64,119,2634.45,2,4,4,244,10
13772.0,34,173,1122.63,3,4,3,343,10
13774.0,82,22,345.0,2,2,2,222,6
13777.0,1,197,25977.16,4,4,4,444,12
13778.0,103,9,178.7,2,1,1,211,4
13780.0,7,57,360.01,4,3,2,432,9
13781.0,251,17,127.84,1,1,1,111,3
13782.0,13,113,908.86,4,4,3,443,11
13784.0,10,31,2462.79,4,2,4,424,10
13786.0,367,7,230.4,1,1,1,111,3
13787.0,76,31,309.04,2,2,2,222,6
13790.0,4,45,348.79999999999995,4,3,2,432,9
13791.0,128,11,1516.0,2,1,3,213,6
13792.0,66,13,195.55,2,1,1,211,4
13798.0,1,349,37153.85,4,4,4,444,12
13799.0,117,39,688.86,2,2,3,223,7
13800.0,310,33,558.32,1,2,2,122,5
13801.0,67,23,324.8,2,2,2,222,6
13802.0,139,60,4599.42,2,3,4,234,9
13803.0,255,17,277.07,1,1,1,111,3
13804.0,31,135,2588.39,3,4,4,344,11
13805.0,52,13,924.5999999999999,2,1,3,213,6
13806.0,64,10,256.38,2,1,1,211,4
13807.0,367,7,112.6,1,1,1,111,3
13808.0,6,76,1747.66,4,3,4,434,11
13809.0,305,12,155.05,1,1,1,111,3
13810.0,29,35,1499.01,3,2,3,323,8
13811.0,184,13,814.5,1,1,3,113,5
13812.0,42,36,539.0,3,2,2,322,7
13813.0,40,69,1366.8600000000001,3,3,3,333,9
13814.0,92,57,1579.12,2,3,3,233,8
13815.0,22,176,4027.36,3,4,4,344,11
13816.0,24,28,571.6700000000001,3,2,2,322,7
13817.0,29,24,382.98,3,2,2,322,7
13819.0,302,36,1140.35,1,2,3,123,6
13821.0,145,59,385.64,1,3,2,132,6
13822.0,6,96,632.0,4,3,2,432,9
13823.0,19,40,957.66,3,2,3,323,8
13824.0,33,46,1698.94,3,3,4,334,10
13826.0,176,10,189.5,1,1,1,111,3
13827.0,58,92,409.8,2,3,2,232,7
13828.0,22,15,209.49,3,1,1,311,5
13831.0,16,72,2198.45,4,3,4,434,11
13832.0,19,3,52.2,3,1,1,311,5
13833.0,159,28,383.85,1,2,2,122,5
13835.0,25,55,834.57,3,3,3,333,9
13837.0,212,18,266.59000000000003,1,2,1,121,4
13838.0,6,165,674.82,4,4,3,443,11
13841.0,253,1,85.0,1,1,1,111,3
13842.0,59,206,3385.62,2,4,4,244,10
13844.0,11,20,361.62,4,2,2,422,8
13845.0,65,9,312.98,2,1,2,212,5
13846.0,25,55,865.0600000000001,3,3,3,333,9
13848.0,92,5,1255.0,2,1,3,213,6
13849.0,52,101,1537.95,2,4,3,243,9
13850.0,129,93,1595.48,2,3,3,233,8
13851.0,96,81,2651.46,2,3,4,234,9
13853.0,57,23,1090.1399999999999,2,2,3,223,7
13854.0,9,110,8109.5199999999995,4,4,4,444,12
13856.0,169,14,388.5,1,1,2,112,4
13858.0,57,11,216.17000000000002,2,1,1,211,4
13859.0,326,28,201.16,1,2,1,121,4
13860.0,1,76,1245.9,4,3,3,433,10
13862.0,18,139,2209.36,4,4,4,444,12
13863.0,248,20,305.78,1,2,1,121,4
13865.0,58,30,501.56,2,2,2,222,6
13866.0,74,7,145.67,2,1,1,211,4
13867.0,31,60,1005.09,3,3,3,333,9
13868.0,7,33,3192.54,4,2,4,424,10
13869.0,123,304,3083.65,2,4,4,244,10
13870.0,2,115,2770.94,4,4,4,444,12
13871.0,23,336,6403.25,3,4,4,344,11
13873.0,120,23,389.6,2,2,2,222,6
13874.0,358,18,540.45,1,2,2,122,5
13875.0,54,104,1786.79,2,4,4,244,10
13876.0,64,7,122.7,2,1,1,211,4
13877.0,86,3,117.24,2,1,1,211,4
13878.0,55,35,1271.57,2,2,3,223,7
13880.0,21,165,3219.77,3,4,4,344,11
13881.0,4,178,17159.52,4,4,4,444,12
13882.0,3,65,1191.13,4,3,3,433,10
13883.0,11,142,2674.48,4,4,4,444,12
13884.0,7,59,787.6,4,3,3,433,10
13885.0,189,28,506.8,1,2,2,122,5
13886.0,71,16,243.56,2,1,1,211,4
13887.0,204,19,349.55,1,2,2,122,5
13888.0,120,39,595.67,2,2,2,222,6
13889.0,93,15,416.90000000000003,2,1,2,212,5
13890.0,1,110,1883.81,4,4,4,444,12
13892.0,27,27,632.97,3,2,2,322,7
13893.0,298,21,821.1,1,2,3,123,6
13894.0,24,27,564.62,3,2,2,322,7
13895.0,28,118,2593.07,3,4,4,344,11
13897.0,50,17,311.16,3,1,2,312,6
13898.0,326,12,155.93,1,1,1,111,3
13899.0,16,19,388.52,4,2,2,422,8
13900.0,183,43,740.95,1,3,3,133,7
13901.0,72,149,2867.2000000000003,2,4,4,244,10
13904.0,37,26,332.64,3,2,2,322,7
13908.0,80,122,2369.55,2,4,4,244,10
13911.0,57,148,2580.91,2,4,4,244,10
13914.0,12,33,626.45,4,2,2,422,8
13917.0,50,18,272.04,3,2,1,321,6
13918.0,50,30,1212.8400000000001,3,2,3,323,8
13919.0,59,28,384.81,2,2,2,222,6
13922.0,352,7,172.25,1,1,1,111,3
13923.0,54,20,351.13,2,2,2,222,6
13924.0,2,117,1838.8500000000001,4,4,4,444,12
